,q1,q2,is_duplicate
2210,Where are giraffes usually found?,Which two countries have the same name as one of the four original states of the US?,0
990,What is another name for a random question?,What was the name of the sailor who rescued the stricken ship?,0
3178,What is the largest country in South America?,How many states are in Brazil?,1
7814,How would one describe a person who has a deep knowledge of the subject they teach?,What are the most common names given to the two types of genus?,0
5263,Who was the first black president of the United States of America?,Who did Ronald Reagan support in the 1980 presidential election?,1
7066,What is the meaning of the word 'loyal'?,Where were the last remaining men buried?,0
666,What can be the name of a type of alcoholic beverage?,What is the name of the alcoholic beverage?,1
7287,What is the shortest known period of time the Earth was inhabited by life?,When did life first appear on the planet?,1
2843,What is the name of the dog that acted as a teacher for the boy?,What is the name of the dog?,1
2527,How many times has the US won the FIFA World Cup?,What type of food is a crepe?,0
3575,What does the acronym RAIN stand for?,Where did the storm come from?,1
5361,What was the name of the king who ruled Egypt between 331 and 323 BC?,who was the pharaoh of egypt from 1296 to 1255 bce?,1
771,How did the Romans travel to Britain?,where did the romans come from?,1
3942,How many players are on the field in a baseball game?,What kind of person is the person who takes random questions?,0
7096,How long was George VI on the throne?,How many humps are on a sphere?,0
351,Why does the hippopotamus have a big toe?,Why did hippopotamus have a big toe?,1
3681,Who was the first person to walk on the moon?,Who was the first American to walk on the moon?,1
2813,Who are the protagonists of the story?,Who is the hero of the story?,1
4853,How many letters in the English alphabet are used to write the name of a country?,How many major academies and universities are in Nigeria?,1
2905,What are some common characteristics of a neolithic organism?,what is neolithic?,1
5212,Which letter is on the top of a computer keyboard?,What is the name of the spacecraft that arrived in Mars on 4 July 2012?,0
7533,What are a group of people called that are not related to each other?,What is the name of the fictional town inhabited by Mr. and Mrs. Micawber?,0
1247,What is a character in a children's story called?,What does the term 'Runaway' mean?,0
7381,What was the name of the German inventor of the telephone?,Who invented the telephone?,1
5351,How is the currency of Bermuda defined?,What can be used to remove a cockroach?,0
597,What is a random long question?,What is the most basic unit of time?,1
5158,How does one make money as a mercenary?,What is a random fact about the group of characters in the play?,0
5683,What are the two things in a human body that are closest to the earth's surface?,what is the name for the framework of bones and muscles in an organism?,1
6927,What is the name of the game that is like a cross between chess and checkers?,What is chess and checkers?,1
5175,What is the name of the body part that contains the heart?,Where in the human body would you find the heart?,1
1515,Who was the leader of the Free French Army?,How many syllables are in the longest word in the English language?,0
6119,What is the name of the fictional character in Arthur Conan Doyle's novels?,What is the name of the song that features on a song cover in a Disney movie?,0
5015,Who invented the phonograph?,What was the main idea of the movie that I watched last night?,0
7545,What is the name of the city in Nigeria where the largest diamond mine is located?,What did the Germans call the French?,0
6553,How many lines does a standard violin measure?,how many strings are on a violin?,1
7114,What is a form of ice cream popular in Mexico?,Where did the French take advantage of the summer heat in the city of Nice?,1
1196,What can a florescent tube be used for?,"What do people with the same name, but different nationalities, use instead of the name their nation?",0
4488,"What is the name of the fictional country from which the term ""Mozart Effect"" was invented?",What country did the USSR invade in 1937?,1
1635,Where did the Greeks settle?,What type of narrator was J. K. Rowling in her Harry Potter novels?,0
7507,What is the name of the Japanese manga series that features a male ninja with a large scar on his forehead?,Who is the leader of the ninja clan?,1
7560,What type of dog is Prince?,What is the title of the play by Arthur Miller?,0
6232,"What is the name of the 'L' shaped ridge of raised grass, which runs along the crest of the hill in front of the house, as you enter the grounds?",What is the name of the crater that formed after a meteorite hit the Earth?,0
1618,Where is the center of Australia?,What national center was founded by the British?,1
3202,What is the most popular video game platform in the world?,How did Nintendo change the games on the Wii to play without a disc?,1
2302,What is the name for the process that is used to convert a stream of electrons into a molecule?,How is energy stored in plants?,1
812,What is another name for a random event?,What is the name of the wing that is closest to the centre of the aircraft?,0
7850,What would you call the process of finding a missing person?,How is a missing person search conducted?,1
5230,"Who was the first to write on the subject of ""Emotional Intelligence""?",Who became the first person to be killed by a hammer blow in 1827?,0
1080,What is the name of the symphony orchestra in the novel The War of the Worlds by H.G. Wells?,What is the second letter in the Greek alphabet?,0
6216,What did the Soviets not recognize?,what country was the first to recognize the dangers of nuclear weapons?,1
3614,What was the name of the ship the crew of the USS Constitution was on when it ran aground in Boston Harbor?,Who was the king of France in 1520?,0
1918,What is the name of the company that produces the TV show 'CSI'?,What is the name of the largest zoo in Nigeria?,0
1573,Where are there a lot of tall buildings?,Where are there a lot of tall buildings?,1
7638,What is the name of the famous English author?,"Who wrote ""The Man Who Never Was""?",1
1243,"What does ""Mother Teresa"" refer to?",Where does a person with a traumatic brain injury live?,0
2483,What is the name of the island where the Titanic was destroyed?,"What is the common name for the group of cells in the human body that combines the heart, lungs, and digestive system?",0
6148,What does Afrophobia mean?,Where does Afrophobia originate from?,1
7796,Where did the Erie Canal start?,Where did the Erie Canal start?,1
6152,Where did the Russians occupy the Crimea?,Who occupied Crimea?,1
4052,What is the term for the act of stealing?,How many symphonies did Mozart compose?,0
1274,Why are there so many 'I' in 'I Love Lucy'?,Why are there so many Is in I Love Lucy?,1
5715,"What is the name of the place where the famous American jazz pianist, John Coltrane, was born?",When was the Bronx purchased?,1
331,What word best describes a person who is obsessed with their work?,what is the occupation of a zoologist?,1
3242,What type of creature is the Tasmanian Devil?,How did King George VI die?,0
250,How does an organism reproduce?,how do organisms reproduce?,1
4438,What is the name of the fictional character played by Sylvester Stallone in the film?,What movie did Sylvester Stallone win an Oscar for?,1
5484,"What is the meaning of the Japanese term ""Shogun""?",What does shogun mean?,1
1816,What is a long question?,How long is the route that has been set out in the map?,1
5225,How many planets are there?,What is the name for a group of symbiotic organisms that are able to make the most of each other?,0
4009,What is the title of the poem by John Keats?,What kind of question is this?,0
3435,What type of animal was the tyrannosaurus?,What is the name of the game that involves a bowl of rice and a small wooden ball?,0
2998,"What is a common feature of birds, mammals, and reptiles?",Why are ovaries so important to reproduction?,1
7232,"What is the first name of the mother of James, the husband of Anne, who was also the first person to marry William Shakespeare?","What is the name of the new American TV channel that was launched in January, 2009?",0
2351,What was the name of the game in which people escaped prison by running from an erupting volcano?,What was the name of the marathon in which the first person finished?,1
1123,What was the title of the first film to be shot in color?,what color film was the first?,1
4309,What does a rheumatologist specialize in?,What is a hematologist?,1
1133,Who was the first man to sail solo around the world?,What famous British aviator was shot at the Battle of Britain?,1
587,"Which of the following is not a type of plant: cacti, lilies, rhododendrons, or orchids?","How do you say ""I do not believe in God, but I want to worship the Lord"" in English?",0
875,What can be said about a person who believes he is a great scientist?,What is the narrator's view of himself?,1
3045,What is the name of the tyrant?,Which two countries border the Black Sea?,0
7076,What did people do with the new technology?,What is the name of the Chinese martial art derived from Taoist practices?,0
5324,What is the name of the song that's been performed at the Rose Parade every year since 2009?,What does a helvetica font contain?,0
2677,What was the name of the game that was created by John Nash?,Who invented the game of Scrabble?,1
6914,What is the name of the fictional country in which the fictional characters of Harry Potter come from?,What school did Harry Potter go to?,1
2342,What is a random question?,What is the name of the pigeon species?,0
2924,How does a car become a car?,"During the manufacturing process, what is done to it?",1
2544,What is the name of the drug that caused a fatal seizure in a patient in 2008?,"What is the name of the fictional rogue, played by Brad Pitt, in the film The Bourne Identity?",0
705,How many atoms does it take for an object to be a planet?,What is the International Astronomical Union?,1
892,What is the most famous book that was written by Christopher Columbus?,Which book of Christopher Columbus was the most famous?,1
5323,What word is used to describe a person who is a part of a group but who is not the leader of that group?,What does the word follower mean?,1
991,Why do you think that people wear wigs?,What's the name of the drug used to prevent muscle contraction?,0
4164,What are the two largest groups of animals living on Earth?,what are two largest groups of animals living on earth?,1
4692,What do you call the place where you make a living?,What did a chimpanzee do to a chimpanzee that made him lose a mate?,0
3947,How can someone tell that a woman is attracted to a man?,How can someone tell that a woman is attracted to a man?,1
6313,What do you call a woman who is naive and loves a man?,"How is a ""sadist"" described?",1
4774,What does the name of the Roman god of the sea mean?,Where did the story take place?,0
6599,What kind of vehicle is a cab?,Who is the King of Babylon?,0
3732,What do I know about my friends?,what do i know about my friends?,1
3230,"What was the name of the obscenely long question that was posed to the public, and whose answer was never revealed?",What was the name of the public question posed to the public and which was never revealed?,1
3924,What is the name of the country in which the movie The Great Gatsby was filmed?,What did the person in the passage think was wrong with the world?,0
7564,"Which of the following is not a member of the Eurasian Union: Poland, Estonia, Lithuania, Latvia, or Finland?",What do we call a plant that is able to produce oil?,0
4581,What do the characters in the comic strip 'SpongeBob SquarePants' do?,What is the name of the main character in the cartoon?,1
470,Where was the French embassy at the time of the assassination of the king?,"What is the only creature that has a head, legs, and tail?",0
1104,How many questions are there in a game of checkers?,How many questions are there in a game of checkers?,1
1506,How old was Napoleon when he died?,What is the name of the obverse of a coin?,0
2735,What was the name of the movie sequel to The Return of the King?,Who was King of France when the First Crusade started?,0
2779,Why is someone at an olympic event in the first place?,How many characters are there in a standard Chinese character?,0
4334,Who is the most famous king of Norway?,What does a randomly generated question ask?,0
766,What is the king of the United States of America's title?,What is George Washington's second title?,1
3078,What is the name of the system that manages the contents of a database?,What kind of instrument was Avicenna's first?,0
566,What is a random mathematical fact that is not a decimal number?,What is the smallest unit of currency?,0
7748,What is the name of the first book in the Bible?,What is the main activity of a tetrachord?,0
3412,What is the name of the person whose story we are retellng?,How would you describe the character of the story?,1
2567,Where did the first people arrive?,Where did the first people arrive at?,1
5217,What is the main purpose of a random number generator?,What was the name of the ship that ran aground in Bermuda?,0
417,Where was Virgil's body discovered?,What is the genus of the flowering plant that grows from the stems of a tree?,0
6160,What is the first letter of the first word of Genesis?,"Which of the following is not a'major' film studio: Warner Brothers, 20th Century Fox, Paramount Pictures, or MGM?",0
5292,What can be said about the way of life in some African cultures?,where are the earliest traces of agricultural activity found?,1
7022,What are the names of the countries of origin of a genus of plants in the plant family Cunoniaceae?,Which country has more people than any other?,1
2692,Where is the center of the Earth?,What is the name of the symphony that was composed by Robert Schumann in 1897?,0
6341,What is the name of the song written by John Lennon and Paul McCartney?,What is the name of the computer program created by the American and British scientists who found the structure of DNA?,0
1026,What is the name of the rhyming game where players randomly choose a word from a list?,"What's New, Scooby-Doo?",1
5007,Why did the people of ancient Rome get angry?,Why was the persecution of Christians in Rome a cause of the decline of Roman rule?,1
1357,"What is the name of the place that the US President, The Supreme Court and Congress meet?",Who designed the U.S. Capitol?,1
31,How many points are given in the final game?,What does the word gypsy mean?,0
2983,What is the simplest way to describe the relationship between a physicist and an artist?,What is a physicist?,1
1627,Who did the Greeks believe had been the father of the Titans?,Who was Napoleon Bonaparte's successor?,0
1464,Which word means the same as the Arabic word for water?,What is the name of the computer which plays music on a computer?,0
6184,Where are saxophonists from?,How is the average person's memory stored?,0
4626,What was the name of the first satellite to orbit the Earth?,What was the name of the first satellite to orbit the earth?,1
199,"What is the name of the game that consists of several different rounds, each with its own leader?",What was the name of the US space station that landed in the Antarctic in January 1973?,0
6080,How many countries are in South America?,What does the term 'fake news' mean?,0
7951,What is a group of organisms that is able to reproduce by fertilisation?,What is the scientific name for the group of organisms that are able to reproduce by fertilisation?,1
3673,What is the etymology of the word'sewer'?,Where is the city of Philadelphia located?,0
2068,"What is the name of the group of plants, flowers, and trees, which can be compared to a flower garden?",What do we call a person who satirizes someone else?,0
4677,How many members are there in the senate?,how many senators are there?,1
1881,What does Avicenna mean?,What does Avicenna mean?,1
1686,Which European country was ruled by the Kingdom of Prussia until 1918?,What country did the war begin in?,1
7871,"What do you think is the name of the group that performs at the start of the US Open, but do not perform in the first set of the tournament?",What is the name of the fictional town in the book Where the Wild Things Are?,0
4179,"What is a long, complex question that you can't answer in a few words?",How is the human brain structured?,1
6043,What is the name of the nut that is used as a filler?,What is the name of the area of land encompassing New York City that is dominated by water and is a major source of commerce and industry?,0
4637,Who did he serve as a magistrate?,What position did Paul VI hold in the Holy See?,1
115,What do you think of the French as a people?,What do you think of the French as a people?,1
7280,What is one thing you can say about your school?,How would you describe your school experience?,1
5291,What do we call a person who doesn't have a job and isn't working for pay?,Why was Burke sent to the Tower of London?,0
4507,What is the name of the body of water that separates land from the sea?,What is the name of the body of water that separates land from the sea?,1
7085,What is the name of the group that has a long history of trying to destroy the United States?,What is the main ingredient of a sourdough starter?,0
1185,"Which is not a last name, Lie or Lee?",what is the surname of the character played by brian mcgraw in the film  the lost boys ''?,1
5380,What is the name of the fictional detective created by John Dickson Carr?,What is the name of Sherlock Holmes' assistant?,1
180,What type of question was it?,What is the name of the famous ecologist and environmentalist?,0
4178,What is the name of the company founded by the grandson of Napoleon Bonaparte?,What is the name of the group that shattered the glass ceiling and forced women into the workforce?,0
5446,How many times did the US lose to Germany in World War II?,What type of organism was the earliest known dinosaur?,0
985,How many letters are there in the English alphabet?,Who are the most famous people who were born in September?,0
4474,What is the term for a small spherical rock that acts as a natural boundary between two hemispheres?,What is a randomly generated question?,0
5017,What is a characteristic of a chimpanzee?,What is the name of the book whose characters are used as a template for a fictional character of the same name in a TV series?,0
2992,What is the name of the area of the brain where memories are stored?,what is another name for the hippocampus?,1
5933,"Which of the following is not a type of bird: hawk, owl, or turkey?",What is the only country in the world with a flag with the eagle and the letter E?,0
6417,What is the name of the Japanese restaurant chain that was once owned by a woman named Sonoko?,What are the basic attributes of a human being?,0
7708,How are the first lines of the poem written?,What is the name of the rudimentary type of writing used in the earliest known non-Western cultures?,0
865,How many years did it take for the Greeks to defeat the Persians?,"What is the meaning of 'in sanity, there is no crime'?",0
6281,What is the longest sentence in the English language?,How long is the longest sentence in English?,1
1988,What was the name of the narrator in the story?,What did the narrator in the story call themselves?,1
4050,What is a symphony?,What was the name of the horse that won the Triple Crown?,0
367,What was the name of the tavern owned by Queen Victoria?,What is a game that involves a person trying to make another person fall down?,0
7229,What is a common trait in all ogre?,How fast are ogres?,1
7172,What word describes an individual that is different from a collective noun or an adjective?,What is the name of the body of water in a tropical or subtropical climate?,0
7445,What does a person without a home have to do to work in a restaurant?,What is a trident made of?,0
6226,What is a random question based on a series of numbers?,What is the name of the 'random number generator'?,1
4167,What are the two countries with which Nigeria has trade agreements?,Nigeria's trade agreements are with which countries?,1
655,"What is a long, difficult, or arduous task?","Why was the task long, difficult, or arduous?",1
2315,What is a random number between 1 and 100?,What did the narrator and the narrator's friends believe?,0
3660,What is the name of the eponymous magazine which originated in England in 1824?,Who did the US ally bribe to get a contract extension?,1
5043,"Which of the following is not a natural material: wood, woody, rock or iron?",What are the other natural materials?,1
3019,What was the original name of the Chinese state that was established in 1945?,Who is the world's most populous country?,1
4383,What are the two colors on the flags of the United States?,What type of food is used to make falafel?,0
1667,What is the relationship between humans and dogs?,Who arranged for the delegates to see the new king?,0
2977,What are the basic ingredients of a doughnut?,What is the name of the city where the original play was set?,0
5676,What does a random question have?,What does the acronym NPO mean?,0
1663,What type of plant is a bromeliad?,What do you have to make in order to obtain a certain amount of money in an illegal business?,0
4550,What is the name of the body of water in the Bahamas?,How long after his wife died did William tell his brother that he was coming home?,0
5744,What is the name of the symphony orchestra that is in the building in front of the National Gallery?,What are the main characteristics of a random variable?,0
1332,What do most people who live in Europe believe about the US?,What is one of the main differences between Europeans and Americans?,1
126,What do the Germans call what they did to the French in World War I?,What did the Germans refer to as the Allied occupation of the French?,1
1870,What is the name of the character that is a janitor in the show?,What is the earliest period for which there is evidence of human settlement in New Zealand?,0
4116,What is the most important feature that is missing from most early Chinese paintings?,What is the only animal that is not a mammal?,0
961,How does one form a random question?,What is the common name of the genus of flowering plants?,0
478,Where did the settlers first arrive?,Who did Napoleon I overthrow in 1799?,0
491,"What does the Latin term ""to ring"" mean?",What type of animal is a penguin?,0
3136,How would you describe the person who died?,What was the first English language newspaper to publish an article on a British politician?,0
328,What is the most commonly used unit of length in Britain?,What is the name of the slur on a French menu?,0
141,What type of creature is a panther?,What type of question was asked?,0
1468,What is the name of the sex that gives a man his most distinctive features?,How many of the characters in the story are female?,0
540,What does the rhotic sound of a zither make?,What is the name of the saxophone player in the Broadway show West Side Story?,0
2887,"What is the name of the small, two-seater aircraft in the movie The Blues Brothers?",Who is the first pope buried in the Roman catacombs?,0
586,What is a common practice among linguists?,What do linguists do with words?,1
1984,What is the name of the narrator in the play The Curious Incident of the Dog in the Night-Time?,"Who is the author of the children's book, The Graveyard Book?",1
3522,What are the two main elements of a chemical reaction?,"Where did the ancestor of the kings of Spain, Portugal, and England come from?",0
4865,How many times has Switzerland hosted the Winter Olympics?,What is the common name for the genus of flowering plants of the mint family?,0
988,What was the title of the film that was based on the story of the polar bear cubs?,What type of dog is this?,1
59,What is the governing body of a county called?,What is the name of the fictional character created by George Lucas?,0
7714,What did the ancient Egyptians use to measure the distance of the Earth from the Sun?,What number do the ancient Egyptians use to measure the distance between the earth and the sun?,1
577,What is the name for a non-human that has a form of consciousness but is not conscious?,What is the name of the king who was a general in the Spanish army during the Spanish Inquisition?,0
4871,What does a pygmie have in their body?,What is the name for a creature that is extremely small and has no bones in its body?,1
534,What is a random long question?,What is a random long question?,1
7647,What was the name of the first space probe launched by NASA in 1947?,What does an incestuous person do to his/her offspring?,0
926,Who was the first person to cross the English Channel?,How many people are there in the average home?,0
7615,What is a typical random long question?,How many syllables does the average English phonological symbol have?,1
6181,What was the first album to win an Oscar?,What is a character called in a musical?,0
3590,What is a new species of plant found on Norfolk Island?,What island is the new species of plant from?,1
1298,What was the name of the first artificial computer to run at a commercial speed?,Who invented the first computer?,1
3447,What did people use to call the spaceship before it was named?,What is the name of the wing of an airplane with four engines?,0
4081,What did Avicenna and his father do for a living?,What is the name of the largest lake in Canada?,0
5381,What was the first major land battle between the English and the Scots in Scotland?,How many people were rescued from the oceans in 2000?,0
5597,What is the term for the basic ability of a language to convey meaning?,How many days is the average work week for a high school student?,0
4953,What is another name for the python?,What are some other names for Pythons?,1
7013,What are the two main categories of plants?,How many octaves are there in the diatonic scale?,0
4072,What does the letter E stand for?,Where is the 'Shoulder to Shoulder' axis?,0
595,What is the name of the long question in the game of scrabble?,What is the name of the long question in the game of scrabble?,1
2367,What is the name for a person who has a high opinion of themselves?,What type of animal is a hyena?,0
7155,What is the name of the game that is based on a traditional Chinese board game?,How many atoms are in one gram of copper?,0
7412,What is the name of the only planet in the solar system that is not in orbit around the sun?,How do you spell aztec?,0
4528,What is the name for the act of performing a random question?,Where are the first dinosaur fossils found?,0
1629,What's the name of the board game in which players try to get all of the cards in a row in the fastest time?,What do the characters of a lily do?,0
7147,Where would you find an Ostrich?,What is a random word from a random page?,0
4459,What is the capital of Nigeria?,What city is Nigeria's capital?,1
2458,What is a person's job title?,What is the name of the gang in Marvel's X-Men comics?,0
2797,What was the profession of Paul VI's mother?,What is the only surviving example of the Greek language spoken by a native of Greece?,0
4314,What is the name of the sarcastic character in the book by Arthur Miller?,What is the name of the island in the Indian Ocean where kings are elected?,0
3079,What was John's occupation when he became a king?,How many times was Henry the 8th killed during the war?,0
1109,What did the Japanese call the German?,How much does a person need to make in a month to cover their living expenses?,0
4577,How did the Swiss army attack Austria on July 1st?,Where in the world is the Alps?,0
6495,How many countries are there in Africa?,What is the name of the large river in New Zealand?,0
6298,What is the title of a play in which Othello is first seen?,Who escaped to the castle after the battle of Caer Dallben?,1
6502,What is the name of the famous city in South Korea?,What word describes the act of drawing a circle?,0
7402,How is the term 'gay' being used in a sarcastic way?,What is a good title for the third book of the Harry Potter series?,0
6706,What is the name of the Chinese martial art that uses wrestling moves to achieve an end result?,What type of exercise is Tai-Chi?,1
5859,How many people are in the narrator's family?,What type of creature is a chimpanzee?,0
1033,What did the Russians do to the American colonies in Africa?,What do the Russians call the eagle?,0
1616,How many letters are on the flag of Bermuda?,How many times was Nigeria attacked by warlords?,1
4891,What is the name of the dog in the story?,What is the longest-running series in US television history?,0
6632,What is the main monetary unit of Switzerland?,What is the name of the Japanese manga that first appeared in English in 2001?,0
4236,What do humans do in the desert?,Who is the leader of the country in terms of population?,0
305,What is the name of the board game that uses a rotating ring?,How are crows classified?,0
4524,"What can be a profession, a trade, a hobby, or a vocation?",What is the most recent group of people from the past to be surveyed?,0
714,What is the name of the governing body of a nation?,What is the name of the group of women who are often referred to as the 'Broadway Babes'?,0
2491,What do you call a place that has nothing to do with you?,Why are there so many 'I's in the above sentence?,1
6891,How do you know if a bird is migrating?,What is a term for the collection of all available information about a particular subject?,0
6628,What is the name of the game show where contestants race to a store and purchase items?,What is the name of the slang for a homosexual person?,0
4027,What type of animal is a kangaroo?,How many of a particular type of plant is there?,0
214,Which team is the most successful in FIFA?,Which team has been the most successful in FIFA?,1
4354,Which country did George W. Bush go on a secret visit to in April 2000?,What was the name of the 'doggy' in the poem?,0
544,How does one eat a plant based diet?,Which city in Nigeria is the world's second most populous?,0
935,What is one thing that the U.S. has done that is similar to the way they treat other countries?,What is the similarity?,1
1422,What is the name of the new film by Director Spike Lee?,What is the name of Spike Lee's new film?,1
7853,What do most people call the act of receiving a gift from someone who does not deserve it?,Who did a British Army officer first meet when he went to Australia in 1816?,0
1836,What is the name of the random question generator in Mario Kart?,What type of creature is a lizard?,0
247,What is the only country that has a monopoly on brewing beer?,What is the name of the Japanese word for the sun?,0
4457,How are the atoms in an element related to each other?,What is the name of the saxophone player in the movie Shaft?,0
194,What is another term for a random number?,How do you learn a language?,0
5821,How many people were in the United States before the Revolution?,What is a random question?,0
7359,What was the original title of the book that was written by William Shakespeare?,What Shakespearean play features two families fighting over a fictitious Italian village?,1
182,Who did FrÃ©dÃ©ric meet when he went to visit his brother?,How much does the average American pay for a new car?,0
1317,What is the name of the city of the title of the second film in the series?,"What was the name of the Japanese spacecraft that was launched from the Soviet Union on July 15, 1965?",0
5311,What does the Greek letter  (deu) mean?,What does the letter 'd' represent?,1
2073,Who is the head of the Federal Reserve?,Who is the current head of the Federal Reserve?,1
5424,How many octaves does the human voice typically range between?,"What is the name of the main character in the short story, A Christmas Tale?",0
1077,How do you write a long question?,How do you write a long question?,1
6917,What does the word 'neologism' mean?,What do the Greeks call the Roman Empire?,0
7298,What can be used to measure the electrical resistance of an object?,What was the name of the horse who won the Triple Crown?,0
7289,What is the name of the drug that is used to prevent the spread of AIDS?,Who was king of Samoa in 576 BCE?,0
308,What type of creature is a hyena?,What kind of creature is a hyena?,1
3805,What is the first song to win the award for best song of the 2000s?,Where is the American Football stadium located in Brazil?,0
7906,What are the first two things you are likely to say if you saw this person in a store?,Who looks a little weird?,1
3573,What is the largest city in Nigeria?,Where is Lagos in Nigeria?,1
4931,What was the first film based on an historical event to be released?,Who was the mother of Jesus?,0
4547,What was the name of the Roman goddess of the underworld?,Which group of organisms is the subject of Darwin's On The Origin Of Species?,0
3031,What did the 'Queen of England' sign for the king of Sweden?,Where did the American government enact the Marshall Plan?,0
2012,What was the name of the Japanese submarine in which the U.S. Navy was preparing to attack Tokyo?,What was the first European country to start using the Gregorian calendar?,1
5346,What does a rga mean in Sanskrit?,How can a person be punished for theft?,1
4306,What was the name of the US-built nuclear missile that went into action at Midway?,What can you buy in a vending machine?,0
6817,What can be done to make the planet Earth more eco-friendly?,What can be done to make planet Earth more eco-friendly?,1
6731,What does the French name the city?,Where was the International Institute for Islamic Thought built?,1
3572,What is the currency unit of Myanmar?,What is the name of the game played by 2 people on a team?,0
6672,How would you describe the type of person that lives on the street with no money and no home?,How would you describe someone who lives on the street?,1
5116,Who did George Washington befriend in New York in 1630?,Who was the first President of the United States?,1
6655,Why are the pigs and chickens in the zoo called pigs and chickens?,why are pigs and chickens called pigs and chickens?,1
5349,How are ants classified?,What was the name of the solitary astronomer who discovered a large number of objects in the universe?,0
6159,Who is the twelfth person mentioned in the Bible?,How many times has the United States won the World Series?,1
7939,How is a game board numbered?,How is a game board numbered?,1
3408,How old was Napoleon Bonaparte when he escaped Saint Helena?,How many letters make up a phonetic alphabet?,0
3042,Which country does Nigeria border on the east?,How many chromosomes does each organism have?,0
5053,What is the name of the Greek goddess of the home?,How many players are on a team?,0
6017,What is the main element of a sentence?,what is the subject of a sentence?,1
4899,What is the longest river on Earth?,What is the longest river on Earth?,1
231,What kind of animal is a panther?,What does a narrator need to have to write a fictitious historical novel?,0
7283,What is the term for a set of random characters that appear in a work of fiction?,how many characters are in the cast of characters?,1
256,What can the letter C represent?,What is the most common name for the group of bacteria that can grow without sunlight?,0
1217,What is the name of the person who has a special knowledge about a subject?,What is a specialist?,1
4348,What is the name for a random fact?,What is a random question?,0
5643,What can the 'W' letter represent in Morse Code?,How many square feet is a square meter?,0
5216,What is a genus of plant which have flowering stems that are used for decoration and as fruit?,"What is the name of the dog in a children's book, written by Charles Dickens?",0
1981,What is one of the most important functions of a headteacher?,What role does a headteacher play?,1
6090,"How many letters does the word ""Nigeria"" contain?",How would you describe Beyonce?,0
272,"What is a ""Random Long Question""?",Who was the leader of the Russian Orthodox Church during the First World War?,1
3964,What is the name of the king of the Netherlands?,What is the name for a non-singular syllable?,0
1029,What is the name for the symphony that plays on the instrument that produces the sound of musical notes?,What are the name of the slang expressions for a female dog?,0
2075,How many characters are there in the Chinese Alphabet?,How many characters are in a typical Aramaic sentence?,1
2938,Who was the king of the Greeks in 440 BC?,Who was the ruler of Egypt during the 2nd century BC?,1
6733,What type of food did King Solomon eat?,What did King Soloman eat?,1
868,What is the most common element found on the earth?,What is the most common element on earth?,1
7125,What was the original name of the island?,What was Bermuda's original name?,1
7098,What was the name of the king of the Franks that was killed by an archer?,When was the Battle of Poitiers?,1
3624,What is the name of the fictional village where the characters live?,What is the name of the fictional village where the characters live?,1
1799,What is the only thing that can make a person be a hero in the eyes of a child?,What was the name of the horse that was ridden by the English rider who won the Grand National in 2010?,0
6077,How would you describe the main character in a horror story?,How would you describe the main character in a horror story?,1
6724,What is another name for a statistical distribution?,What is the largest country in North America?,0
2257,What are the main groups of bacteria that live in soil?,what are the three types of bacteria found in soil?,1
1198,What does the Latin term âquid pro quoâ translate into English?,What for what is quid pro quo?,1
507,Who did the king of Spain send to fight the Moors?,What is the name of the city in Switzerland where the Olympic games was held?,0
343,What is one way to know the number of states of a fractal?,how many states are there?,1
6174,What is the name of the body of water on which a city is located?,What is another name for the body of water where a city is located?,1
2008,"What is the name of the long, random question?",What is the name of the game show hosted by Ellen DeGeneres?,1
946,What is the name of the smallest insect?,How many people work for the postal service?,0
879,What is the name of the book that describes the differences between the East and the West?,"What does the r in ""B.B."" stand for?",0
1326,Where did the song 'Toys in the Attic' come from?,Why did God create animals?,0
7648,What is the meaning of life?,How do you live?,1
6042,What is a random question?,Which element can be derived from helium and nitrogen?,0
7106,What's the largest genus of snake?,What is a feature of a grammatical structure that allows for the use of all of the letters in a word?,0
4525,How can we describe the human body?,How can we describe the human body?,1
7034,"What does the R in ""N.E.R.D."" stand for?",Who was the first Roman Emperor to resign his position in Rome?,0
4390,What is the name of the character who is a secret agent in the novel by Ian Fleming?,What is the only game that can be found in a tavern?,0
556,What is the name for a random question asked to a randomly selected person?,What is a random fact?,0
4860,Where is the nebula in the night sky located?,What is a random number generator?,0
353,What did you learn from your parents and grandparents?,What did your parents and grandparents teach you?,1
5815,How are plants classified in botany?,How are plants classified in botany?,1
6078,What is the name of the'symbolic' and'symbolic' arrows?,What is the name for a random event?,0
6409,What is the name of the place that serves as a meeting point for the city's various immigrant communities?,Where is the Bermuda Triangle?,0
1436,Who is the main character in Shakespeare's play Romeo and Juliet?,What is the name of the feud that exists between the Montague and Capulet families?,1
2710,Where would you go if you wanted to know about a city's history?,What does the acronym NPO mean?,0
6309,What was the name of the German submarine in which the American SBD Dauntless was attacked?,What is the name of the U-boat that ran aground at Pearl Harbor?,1
5997,What is the name for the system of interlocking and rotating gears to transmit power?,What is the name of the country whose economy is based on agriculture?,0
2420,What is the name of the ice cream company that serves cones and bowls?,How many squares are on a regular chessboard?,0
5150,"What is a ""random"" long question?",What is a random long question?,1
5559,What is the name of the female antelope that lays eggs and lays acorns for her young?,How many people did Napoleon have in his cabinet?,0
7592,What is the only animal that can swim at a speed of approximately 7 feet per second?,Who was the leader of the country in the period between 1812 and 1814?,0
